"identifiant","Prénom","Nom","Région","Département","Numéro de circonscription","Profession","Groupe politique (complet)","Groupe politique (abrégé)"
"721134","Roland","Lescure","Français établis hors de France","Français établis hors de France","1","Ministre","Non inscrit","NI"
"793432","Franck","Allisio","Provence-Alpes-Côte d'Azur","Bouches-du-Rhône","12","Profession libérale","Non inscrit","NI"
"794798","Françoise","Buffet","Grand Est","Bas-Rhin","4","Ancien artisan, commerçant, chef d'entreprise","Non inscrit","NI"
"840773","Olivier","Fayssat","Provence-Alpes-Côte d'Azur","Bouches-du-Rhône","6","Dirigeant d'entreprise","Non inscrit","NI"
"795876","Davy","Rimane","Guyane","Guyane","2","Technicien","Non inscrit","NI"
"721458","Xavier","Roseren","Auvergne-Rhône-Alpes","Haute-Savoie","6","Commerçant","Non inscrit","NI"
"794494","Roger","Vicot","Hauts-de-France","Nord","11","sans profession","Non inscrit","NI"
"795318","Louis","Boyard","Ile-de-France","Val-de-Marne","3","Elève, étudiant","Non inscrit","NI"
"720022","Michel","Lauzzana","Nouvelle-Aquitaine","Lot-et-Garonne","1","Médecin","Non inscrit","NI"
"267794","Michèle","Tabarot","Provence-Alpes-Côte d'Azur","Alpes-Maritimes","9","Chef d'entreprise","Non inscrit","NI"
"794894","Anaïs","Sabatini","Occitanie","Pyrénées-Orientales","2","Avocate","Non inscrit","NI"
"842085","Sébastien","Humbert","Grand Est","Vosges","4","(33) - Cadre de la fonction publique","Non inscrit","NI"
"794854","Inaki","Echaniz","Nouvelle-Aquitaine","Pyrénées-Atlantiques","4","Cadre de la fonction publique","Non inscrit","NI"
"2940","Dominique","Voynet","Bourgogne-Franche-Comté","Doubs","2","Médecin","Non inscrit","NI"
"720354","Jean-Michel","Jacques","Bretagne","Morbihan","6","Infirmier des forces spéciales","Non inscrit","NI"
"795330","Eléonore","Caroit","Français établis hors de France","Français établis hors de France","2","Avocate","Non inscrit","NI"
"720146","Denis","Masséglia","Pays de la Loire","Maine-et-Loire","5","Ingénieur Arts et métiers","Non inscrit","NI"
"840837","Pascal","Markowsky","Nouvelle-Aquitaine","Charente-Maritime","4","(72) - Ancien artisan, commerçant, chef d'entreprise","Non inscrit","NI"
"720976","Max","Mathiasin","Guadeloupe","Guadeloupe","3","Fonction publique territoriale","Non inscrit","NI"
"793314","Alexandra","Masson","Provence-Alpes-Côte d'Azur","Alpes-Maritimes","4","Profession libérale","Non inscrit","NI"
"795778","Jean-Philippe","Tanguy","Hauts-de-France","Somme","4","Cadre administratif et commercial d'entreprise","Non inscrit","NI"
"608016","Véronique","Louwagie","Normandie","Orne","2","Expert-comptable","Non inscrit","NI"
"793230","Angélique","Ranc","Grand Est","Aube","3","Sans activité professionnelle","Non inscrit","NI"
"720334","Jimmy","Pahun","Bretagne","Morbihan","2","Navigateur","Non inscrit","NI"
"793182","Jorys","Bovet","Auvergne-Rhône-Alpes","Allier","2","Chauffeur-livreur","Non inscrit","NI"
"796026","Julie","Lechanteux","Provence-Alpes-Côte d'Azur","Var","5","(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r","Non inscrit","NI"
"842137","Stéphane","Séjourné","Ile-de-France","Hauts-de-Seine","9","(33) - Cadre de la fonction publique","Non inscrit","NI"
"794166","Matthias","Tavel","Pays de la Loire","Loire-Atlantique","8","Cadre de la fonction publique","Non inscrit","NI"
"840947","Catherine","Hervieu","Bourgogne-Franche-Comté","Côte-d'Or","2","Psychologue scolaire","Non inscrit","NI"
"841463","Estelle","Mercier","Grand Est","Meurthe-et-Moselle","1","(34) - Professeur, profession scientifique","Non inscrit","NI"
"794886","Sophie","Blanc","Occitanie","Pyrénées-Orientales","1","Profession libérale","Non inscrit","NI"
"794114","Emmanuel","Mandon","Auvergne-Rhône-Alpes","Loire","3","Conseiller d'insertion professionnelle","Non inscrit","NI"
"793756","François","Piquemal","Occitanie","Haute-Garonne","4","Enseignant","Non inscrit","NI"
"722070","Pierre","Henriet","Pays de la Loire","Vendée","5","Professeur du secondaire et technique","Non inscrit","NI"
"332228","Thierry","Benoit","Bretagne","Ille-et-Vilaine","6","Représentant de commerce","Non inscrit","NI"
"794810","Louise","Morel","Grand Est","Bas-Rhin","6","Cadre administratif et commercial d'entreprise","Non inscrit","NI"
"793354","Joëlle","Mélin","Provence-Alpes-Côte d'Azur","Bouches-du-Rhône","9","Médecin expert judiciaire","Non inscrit","NI"
"774962","Karine","Lebon","Réunion","Réunion","2","Professeure des écoles","Non inscrit","NI"
"642868","Paul","Christophe","Hauts-de-France","Nord","14","Fonctionnaire de catégorie A","Non inscrit","NI"
"795386","Mathieu","Lefèvre","Ile-de-France","Val-de-Marne","5","Cadre de la fonction publique","Non inscrit","NI"
"695512","Guillaume","Lepers","Nouvelle-Aquitaine","Lot-et-Garonne","3","(37) - Cadre administratif et commercial d'entreprise","Non inscrit","NI"
"793772","Christophe","Bex","Occitanie","Haute-Garonne","7","Retraité","Non inscrit","NI"
"841507","Nicolas","Bonnet","Auvergne-Rhône-Alpes","Puy-de-Dôme","3","(38) - Ingénieur et cadre technique d'entreprise","Non inscrit","NI"
"840685","Vincent","Trébuchet","Auvergne-Rhône-Alpes","Ardèche","2","(37) - Cadre administratif et commercial d'entreprise","Non inscrit","NI"
"842097","Sophie-Laurence","Roy","Bourgogne-Franche-Comté","Yonne","2","(31) - Profession libérale","Non inscrit","NI"
"720370","Ludovic","Mendes","Grand Est","Moselle","2","Cadre supérieur (secteur privé)","Non inscrit","NI"
"795362","Lisa","Belluco","Nouvelle-Aquitaine","Vienne","1","Cadre de la fonction publique","Non inscrit","NI"
"719890","Danielle","Brulebois","Bourgogne-Franche-Comté","Jura","1","Retraitée de l'enseignement","Non inscrit","NI"
"842255","Anne","Sicard","Ile-de-France","Val-d'Oise","1","(37) - Cadre administratif et commercial d'entreprise","Non inscrit","NI"
"795844","Karen","Erodi","Occitanie","Tarn","2","Profession libérale","Non inscrit","NI"
"759832","Agnès","Pannier-Runacher","Hauts-de-France","Pas-de-Calais","2","(33) - Cadre de la fonction publique","Non inscrit","NI"
"841919","Dieynaba","Diop","Ile-de-France","Yvelines","9","(34) - Professeur, profession scientifique","Non inscrit","NI"
"1327","Nicolas","Forissier","Centre-Val de Loire","Indre","2","Chef d'entreprise","Non inscrit","NI"
"719032","Bertrand","Bouyx","Normandie","Calvados","5","Pharmacien","Non inscrit","NI"
"408578","Jean-Didier","Berger","Ile-de-France","Hauts-de-Seine","12","(37) - Cadre administratif et commercial d'entreprise","Non inscrit","NI"
"607193","Sophie","Errante","Pays de la Loire","Loire-Atlantique","10","Industriel-Chef d'entreprise","Non inscrit","NI"
"841845","Arnaud","Saint-Martin","Ile-de-France","Seine-et-Marne","1","(34) - Professeur, profession scientifique","Non inscrit","NI"
"841479","Frédéric","Weber","Grand Est","Meurthe-et-Moselle","3","(43) - Profession intermédiaire de la santé et du travail social","Non inscrit","NI"
"796078","Estelle","Youssouffa","Mayotte","Mayotte","1","Consultante","Non inscrit","NI"
"794118","Antoine","Vermorel-Marques","Auvergne-Rhône-Alpes","Loire","5","Conseiller parlementaire","Non inscrit","NI"
"331582","Philippe","Vigier","Centre-Val de Loire","Eure-et-Loir","4","Biologiste A.I.H.P.","Non inscrit","NI"
"842001","Guillaume","Bigot","Bourgogne-Franche-Comté","Territoire de Belfort","2","(35) - Profession de l'information, des arts et des spectacles","Non inscrit","NI"
"341981","Marie","Récalde","Nouvelle-Aquitaine","Gironde","6","Avocate","Non inscrit","NI"
"841183","Hanane","Mansouri","Auvergne-Rhône-Alpes","Isère","8","(84) - Elève, étudiant","Non inscrit","NI"
"841885","Arnaud","Bonnet","Ile-de-France","Seine-et-Marne","8","(34) - Professeur, profession scientifique","Non inscrit","NI"
"793780","Christine","Arrighi","Occitanie","Haute-Garonne","9","Ancien cadre","Non inscrit","NI"
"720430","Ugo","Bernalicis","Hauts-de-France","Nord","2","Fonctionnaire de catégorie A","Non inscrit","NI"
"793298","Lionel","Tivoli","Provence-Alpes-Côte d'Azur","Alpes-Maritimes","2","Chef d'entreprise de 10 salariés ou plus","Non inscrit","NI"
"720386","Fabien","Di Filippo","Grand Est","Moselle","4","Ancien cadre du secteur privé","Non inscrit","NI"
"793832","Yoann","Gillet","Occitanie","Gard","1","Cadre de la fonction publique","Non inscrit","NI"
"346782","Philippe","Juvin","Ile-de-France","Hauts-de-Seine","3","Professeur de médecine","Non inscrit","NI"
"795374","Pascal","Lecamp","Nouvelle-Aquitaine","Vienne","3","Cadre administratif et commercial d'entreprise","Non inscrit","NI"
"794058","Justine","Gruet","Bourgogne-Franche-Comté","Jura","3","Masseur Kinésithérapeute","Non inscrit","NI"
"795108","Élise","Leboucher","Pays de la Loire","Sarthe","4","Educatrice spécialisée","Non inscrit","NI"
"793548","Caroline","Colombier","Nouvelle-Aquitaine","Charente","3","Avocate / Ancien cadre","Non inscrit","NI"
"267561","Brigitte","Barèges","Occitanie","Tarn-et-Garonne","1","Avocat","Non inscrit","NI"
"720822","Bruno","Bilde","Hauts-de-France","Pas-de-Calais","12","Juriste","Non inscrit","NI"
"841931","Laurent","Mazaury","Ile-de-France","Yvelines","11","(37) - Cadre administratif et commercial d'entreprise","Non inscrit","NI"
"719798","Daniel","Labaronne","Centre-Val de Loire","Indre-et-Loire","2","Retraité de l'enseignement supérieur","Non inscrit","NI"
"841853","Céline","Hervieu","Ile-de-France","Paris","11","(31) - Profession libérale","Non inscrit","NI"
"757225","Mikaele","Seo","Wallis-et-Futuna","Wallis-et-Futuna","1","Profession intermédiaire administrative de la fonction publique","Non inscrit","NI"
"841813","Florence","Herouin-Léautey","Normandie","Seine-Maritime","1","(33) - Cadre de la fonction publique","Non inscrit","NI"
"841023","Pierre-Yves","Cadalen","Bretagne","Finistère","2","(34) - Professeur, profession scientifique","Non inscrit","NI"
"795644","Nathalie","Da Conceicao Carvalho","Ile-de-France","Essonne","2","Profession libérale","Non inscrit","NI"
"841749","Tiffany","Joncour","Auvergne-Rhône-Alpes","Rhône","13","(37) - Cadre administratif et commercial d'entreprise","Non inscrit","NI"
"794954","Emeric","Salmon","Bourgogne-Franche-Comté","Haute-Saône","2","Cadre administratif et commercial d'entreprise","Non inscrit","NI"
"841199","Thierry","Perez","Auvergne-Rhône-Alpes","Isère","10","(33) - Cadre de la fonction publique","Non inscrit","NI"
"841701","Léa","Balage El Mariky","Ile-de-France","Paris","3","(37) - Cadre administratif et commercial d'entreprise","Non inscrit","NI"
"793592","Géraldine","Grangier","Bourgogne-Franche-Comté","Doubs","4","Profession intermédiaire administrative de la fonction publique","Non inscrit","NI"
"721158","Pieyre-Alexandre","Anglade","Français établis hors de France","Français établis hors de France","4","Agent contractuel au Parlement européen","Non inscrit","NI"
"795516","Maxime","Laisney","Ile-de-France","Seine-et-Marne","10","Professeur des écoles, instituteur et assimilé","Non inscrit","NI"
"719472","Jean-René","Cazeneuve","Occitanie","Gers","1","Ingénieur","Non inscrit","NI"
"793330","Bryan","Masson","Provence-Alpes-Côte d'Azur","Alpes-Maritimes","6","Profession intermédiaire administrative de la fonction publique","Non inscrit","NI"
"793852","Pierre","Meurin","Occitanie","Gard","4","Cadre administratif et commercial d'entreprise","Non inscrit","NI"
"793246","Frédéric","Falcon","Occitanie","Aude","2","Commerçant et assimilé","Non inscrit","NI"
"795982","Aurélien","Saintoul","Ile-de-France","Hauts-de-Seine","11","Cadre de la fonction publique","Non inscrit","NI"
"795120","Marina","Ferrari","Auvergne-Rhône-Alpes","Savoie","1","Cadre administratif et commercial d'entreprise","Non inscrit","NI"
"840997","Benoît","Biteau","Nouvelle-Aquitaine","Charente-Maritime","2","(12) - Agriculteur sur moyenne exploitation","Non inscrit","NI"
"609332","Olivier","Faure","Ile-de-France","Seine-et-Marne","11","Cadre supérieur (secteur privé)","Non inscrit","NI"
"793508","Hubert","Brigand","Bourgogne-Franche-Comté","Côte-d'Or","4","Ancienne profession intermédiaire","Non inscrit","NI"
"794502","Michaël","Taverne","Hauts-de-France","Nord","12","Policier et militaire","Non inscrit","NI"
"795730","Bastien","Marchive","Nouvelle-Aquitaine","Deux-Sèvres","1","Juriste","Non inscrit","NI"
"794770","Michèle","Martinez","Occitanie","Pyrénées-Orientales","4","Clerc d'huissier","Non inscrit","NI"
"605745","Nicolas","Sansu","Centre-Val de Loire","Cher","2","Permanent politique","Non inscrit","NI"
"793904","Aurélien","Lopez-Liguori","Occitanie","Hérault","7","Attaché parlementaire","Non inscrit","NI"
"840793","Marc","Pena","Provence-Alpes-Côte d'Azur","Bouches-du-Rhône","11","(34) - Professeur, profession scientifique","Non inscrit","NI"
